DateTime;Parking Vilanova Renfe plazas totales
17/01/2020 16:00;331,8394356
17/01/2020 16:30;349,4216718
17/01/2020 17:00;360,5318049
17/01/2020 17:30;368,6412988
17/01/2020 18:00;372,921968
17/01/2020 18:30;373,4838068
17/01/2020 19:00;383,0587293
17/01/2020 19:30;386,5905667
17/01/2020 20:00;397,9866769
17/01/2020 20:30;402,0121214
17/01/2020 21:00;409,1196926
17/01/2020 21:30;414,2464751
17/01/2020 22:00;417,4669809
17/01/2020 22:30;420,0588833
17/01/2020 23:00;422,37305
17/01/2020 23:30;426,5218463
18/01/2020 0:00;426,9375008
18/01/2020 0:30;430,8834439
18/01/2020 1:00;435,0774555
18/01/2020 1:30;436,0155475
18/01/2020 2:00;436,4364
18/01/2020 2:30;436,4364
18/01/2020 3:00;436,3790917
18/01/2020 3:30;436,402
